gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000114745.15,3229,2792,3832,3178,3387,3289
ENSG00000168026.19,102,74,115,73,61,59
ENSG00000144655.15,472,412,591,447,478,603
ENSG00000284669.1,8,4,4,4,12,12
ENSG00000287620.1,26,16,20,18,16,22
ENSG00000168334.9,4,2,4,10,8,17
ENSG00000168329.14,9,8,5,7,17,13
ENSG00000287780.1,7,12,14,17,16,17
ENSG00000223668.1,32,32,37,47,48,66
ENSG00000144659.13,3762,3457,4740,4309,4233,4134
ENSG00000168028.15,138098,128257,172539,150702,151850,180099
ENSG00000168314.19,5,3,10,4,8,7
ENSG00000170011.14,36,32,52,22,40,28
ENSG00000280739.5,67,63,71,54,52,52
ENSG00000114784.4,4736,4085,6020,5057,4897,5175
ENSG00000223797.8,71,93,110,94,88,82
ENSG00000168032.10,67,47,53,21,27,40
ENSG00000188846.14,73133,60626,89349,74509,73118,88243
ENSG00000177873.14,688,610,743,324,318,326
ENSG00000177842.12,971,905,1135,952,928,865
ENSG00000199906.1,4,1,1,5,1,3
ENSG00000172888.12,2369,1844,2728,2612,2700,1942
ENSG00000234287.1,34,30,31,36,35,48
ENSG00000168036.18,50017,45323,59817,59442,57179,54483
ENSG00000168038.11,368,336,505,381,376,423
ENSG00000182606.17,7866,6755,9471,8408,9005,8136
ENSG00000187094.12,39,42,42,10,12,27
ENSG00000114812.13,59,57,99,84,83,81
ENSG00000232354.8,5,4,1,6,6,9
ENSG00000093183.14,3683,3108,4148,3513,3462,3327
ENSG00000008324.12,1460,1453,2051,1702,1625,1705
ENSG00000289558.2,9,1,11,3,10,3
ENSG00000114857.19,2819,2044,3097,2876,3446,2018
ENSG00000230084.8,47,32,35,36,52,16
ENSG00000114853.15,405,333,507,352,408,411
ENSG00000244607.7,19,18,10,15,14,4
ENSG00000280571.2,2,9,6,11,11,4
ENSG00000173811.11,22,13,19,15,20,12
ENSG00000181061.14,8790,7820,10122,12830,11123,9843
ENSG00000144648.16,26,28,32,45,38,35
ENSG00000180432.6,2,2,1,2,2,4
ENSG00000182983.15,38,21,38,42,48,47
ENSG00000144649.10,104,115,118,59,62,79
ENSG00000144647.7,2190,1914,2740,2181,2235,2566
ENSG00000163788.14,2078,1728,2413,2459,2200,1870
ENSG00000234617.2,5,6,9,3,4,5
ENSG00000160746.13,3542,3359,4408,3935,3735,3530
ENSG00000223916.1,11,16,19,12,14,37
ENSG00000011198.10,1593,1435,1898,1794,1766,1544
ENSG00000272121.1,22,22,14,10,8,26
ENSG00000280435.1,13,18,44,25,18,14
ENSG00000261786.1,67,76,92,66,80,65
ENSG00000179152.20,2222,1989,2663,2968,2677,2129
ENSG00000185219.18,4475,3517,5248,4594,4923,3885
ENSG00000178917.18,656,460,681,649,674,446
ENSG00000196345.13,860,811,1064,979,947,854
ENSG00000236869.3,26,30,34,35,35,18
ENSG00000144792.9,897,764,973,927,919,714
ENSG00000214820.3,154,86,145,112,116,135
ENSG00000186448.15,3943,3390,4603,4321,3925,3257
ENSG00000233509.2,7,15,15,9,15,6
ENSG00000169981.11,1521,1383,1831,1681,1593,1562
ENSG00000272077.1,145,126,186,170,197,157
ENSG00000196653.12,532,513,640,516,515,472
ENSG00000186446.12,519,503,688,596,543,529
ENSG00000163807.6,3967,3328,4538,4194,3980,3523
ENSG00000163808.17,3359,2889,3966,3014,3246,2905
ENSG00000169964.8,560,461,609,590,595,565
ENSG00000163810.13,9,1,7,6,5,10
ENSG00000163812.16,7360,6755,9202,8333,8357,8272
ENSG00000075914.13,3693,2992,4690,3564,3754,3881
ENSG00000163814.8,2590,2189,3084,2664,2444,2190
ENSG00000224094.1,103,85,93,88,113,132
ENSG00000249992.2,248,285,353,215,204,368
ENSG00000011376.12,5163,4496,6175,5188,5408,5085
ENSG00000144791.10,1648,1308,2009,1758,1871,1660
ENSG00000230530.2,14,8,16,12,20,11
ENSG00000211456.14,3955,3316,4588,4249,4331,3529
ENSG00000163817.17,1,2,2,4,6,4
ENSG00000288720.2,4,5,7,2,7,2
ENSG00000163818.20,1641,1538,2001,1894,1656,1589
ENSG00000163820.16,1829,1462,2239,1675,1885,1571
ENSG00000172215.6,6,7,12,11,13,10
ENSG00000183625.16,8,4,8,27,14,11
ENSG00000163823.4,7,14,4,18,12,7
ENSG00000223552.3,1,1,2,3,5,1
ENSG00000121797.10,22,10,23,20,17,13
ENSG00000012223.13,56,27,37,39,44,41
ENSG00000163825.5,4,5,4,1,1,2
ENSG00000163827.14,83,34,70,58,62,46
ENSG00000288718.1,5,1,3,7,3,3
ENSG00000241186.10,23,14,15,8,18,19
ENSG00000178038.17,585,495,701,686,821,579
ENSG00000181585.7,38,38,72,47,62,46
ENSG00000206549.13,2,1,2,1,2,1
ENSG00000284672.1,11,17,23,21,13,17
ENSG00000293417.1,2,6,6,6,8,5
ENSG00000226074.6,13,14,10,7,8,14
ENSG00000160808.12,1181,831,1369,1191,1101,635
ENSG00000160801.14,91,67,103,123,180,119
ENSG00000273682.1,2,4,9,9,7,2
ENSG00000160799.12,2078,1847,2693,2153,2366,2500
ENSG00000160796.18,9374,8142,11267,8521,8516,8383
ENSG00000293420.1,2,5,3,3,4,2
ENSG00000181555.22,8268,6857,9354,8622,9205,6668
ENSG00000227398.6,363,305,454,306,360,358
ENSG00000088727.14,927,802,1129,956,907,1011
ENSG00000114648.12,2899,2545,3424,2888,3060,2780
ENSG00000280173.1,274,246,349,283,283,259
ENSG00000289507.1,97,97,128,114,93,124
ENSG00000260236.2,26,26,40,33,43,30
ENSG00000076201.16,5331,4821,6830,5364,5268,6271
ENSG00000114650.21,11353,10711,14244,11910,12366,13534
ENSG00000276925.1,3,3,1,4,3,4
ENSG00000163832.16,2158,1981,2859,2375,2470,2616
ENSG00000114646.10,106,88,110,62,56,104
ENSG00000173473.11,50013,43822,59705,50361,47101,49160
ENSG00000132153.15,10087,9588,13105,10025,10774,11888
ENSG00000047849.22,33852,29023,40663,33043,31742,31401
ENSG00000164045.12,4765,4379,6088,4789,4760,5012
ENSG00000164048.14,1792,1542,2111,1558,1636,1445
ENSG00000199476.1,2,14,5,10,9,8
ENSG00000172113.10,2574,2147,2896,2767,2856,2503
ENSG00000289043.1,18,8,11,10,14,12
ENSG00000164049.14,15,15,24,14,12,11
ENSG00000164050.13,10548,9983,13812,12054,12511,12599
ENSG00000164051.14,1814,1682,2280,2114,2148,2270
ENSG00000232112.3,5530,5141,6743,6652,7099,7049
ENSG00000164053.22,1447,1376,1877,1423,1448,1582
ENSG00000164054.17,18737,15476,22501,18584,19109,22444
ENSG00000114268.12,2131,1699,2456,1406,1727,2012
ENSG00000114270.18,222,143,203,234,288,188
ENSG00000010256.11,16864,16122,22068,17141,16873,21242
ENSG00000225697.13,1809,1508,2199,1829,1853,2061
ENSG00000008300.17,2842,2429,3391,1990,2120,2210
ENSG00000228350.1,9,12,21,12,13,7
ENSG00000271973.1,6,4,10,4,4,3
ENSG00000213672.8,1826,1599,2223,1590,1740,2070
ENSG00000068745.15,7926,6770,9775,9277,9762,8768
ENSG00000114302.17,8480,7554,10069,9061,8589,7878
ENSG00000224424.8,40,35,37,38,45,36
ENSG00000178537.10,822,745,953,912,952,944
ENSG00000221883.4,37,22,31,31,28,32
ENSG00000177479.20,7034,6073,8594,7400,7646,7056
ENSG00000235236.1,3,1,10,8,5,4
ENSG00000223343.1,3,12,7,1,1,14
ENSG00000178467.18,1809,1637,2301,1566,1758,2230
ENSG00000285416.1,15,13,14,9,13,15
ENSG00000178252.19,12424,11271,15217,12317,12836,13330
ENSG00000178149.17,1594,1593,2009,1617,1512,1997
ENSG00000178057.15,2385,2124,3094,2306,2264,3173
ENSG00000178035.13,188,141,187,177,189,194
ENSG00000198218.12,69,38,80,74,106,45
ENSG00000172053.18,22570,20959,28727,24036,23206,25195
ENSG00000172046.21,5476,4935,6983,5618,5949,6122
ENSG00000172037.14,9873,8756,12202,14311,14846,13630
ENSG00000270441.1,34,27,53,42,52,31
ENSG00000177352.10,2356,2283,3083,2723,2839,3283
ENSG00000185909.15,2311,2131,3110,2410,2317,2849
ENSG00000188315.8,258,197,334,261,312,271
ENSG00000114316.13,4795,4427,5910,4532,4614,4854
ENSG00000233276.9,3386,3596,4750,4318,4229,5444
ENSG00000067560.14,30490,26123,37162,34084,30149,34350
ENSG00000145022.5,1075,1151,1442,1092,1080,1270
ENSG00000145020.16,15,14,13,6,12,12
ENSG00000173402.13,29401,25181,36111,31766,32177,31166
ENSG00000226913.2,1,3,10,3,5,1
ENSG00000164061.5,423,371,462,251,274,307
ENSG00000164062.13,17646,16047,22402,18419,18653,20671
ENSG00000173531.16,243,119,263,176,260,168
ENSG00000164068.16,2298,2061,2990,2338,2360,2498
ENSG00000173540.14,2105,1885,2758,2122,2299,2591
ENSG00000176095.12,5989,5484,7713,6414,6209,6856
ENSG00000185614.7,1,4,3,4,8,3
ENSG00000182179.13,6,5,12,11,29,17
ENSG00000183763.9,605,577,776,595,675,725
ENSG00000164076.17,101,76,100,42,55,96
ENSG00000164078.14,50,59,62,36,40,51
ENSG00000164077.15,485,468,666,496,406,622
ENSG00000004534.15,5876,4869,6807,5874,6126,5097
ENSG00000003756.17,3707,3176,4322,4044,4657,3481
ENSG00000235016.1,17,7,18,10,22,11
ENSG00000001617.12,2163,1924,2831,1523,1596,2672
ENSG00000188338.15,451,370,529,257,259,352
ENSG00000114353.17,16069,14630,20294,15202,14768,18240
ENSG00000230454.1,20,17,22,16,25,24
ENSG00000232352.3,10,8,9,10,13,11
ENSG00000012171.20,2196,1983,2708,2357,2371,2531
ENSG00000179564.4,5,2,2,6,3,5
ENSG00000214706.12,3458,3322,4396,3695,3712,4633
ENSG00000186792.17,265,240,357,316,270,336
ENSG00000243477.6,313,272,404,262,285,393
ENSG00000114378.17,888,747,1008,1102,1134,868
ENSG00000068001.14,5229,4901,6591,5690,6231,6897
ENSG00000114383.10,2751,2298,3163,2706,2969,3219
ENSG00000068028.18,647,595,789,723,805,669
ENSG00000004838.14,69,81,88,63,41,84
ENSG00000114388.14,1139,1088,1414,1220,1289,1413
ENSG00000114395.11,621,564,756,701,681,796
ENSG00000126062.4,3334,3498,4551,3896,3671,4560
ENSG00000007402.12,652,511,765,407,477,576
ENSG00000271858.5,6,4,4,3,2,8
ENSG00000088543.15,778,626,852,631,651,801
ENSG00000114735.10,713,702,965,866,834,892
ENSG00000114737.16,421,400,595,465,456,558
ENSG00000114738.11,6781,6255,8376,7157,7256,8100
ENSG00000289504.1,49,47,60,45,60,45
ENSG00000273356.1,13,16,26,21,22,28
ENSG00000088538.13,190,174,217,170,227,167
ENSG00000288988.1,5,8,8,7,5,6
ENSG00000145050.19,8057,7198,10133,9437,10093,9933
ENSG00000259956.2,14084,12551,17234,14166,14185,14996
ENSG00000145041.17,4610,3897,5336,4523,4766,4058
ENSG00000164080.14,5428,4398,6515,5667,5766,5203
ENSG00000164081.13,2786,2653,3638,3025,3098,3763
ENSG00000288063.1,5,1,5,2,4,1
ENSG00000164082.15,6,7,20,11,3,4
ENSG00000287707.1,7,6,14,12,17,1
ENSG00000114767.7,3095,3006,4060,3196,3306,4236
ENSG00000041880.15,217,207,303,209,218,251
ENSG00000280422.1,10,6,17,16,13,12
ENSG00000180929.6,3,5,8,5,9,6
ENSG00000090097.22,7545,7358,10279,7395,7311,9801
ENSG00000114779.20,719,573,858,691,683,722
ENSG00000248487.10,313,264,373,248,268,401
ENSG00000114786.16,1,4,6,1,3,9
ENSG00000243989.9,49,70,77,62,59,96
ENSG00000162244.12,81531,75857,108013,87624,90695,117178
ENSG00000164086.10,1606,1388,1962,1566,1638,1759
ENSG00000164087.8,2134,2010,2635,2201,2210,2621
ENSG00000023330.15,4237,3747,5333,4345,4695,4666
ENSG00000247596.10,2344,2218,3167,2879,2819,3257
ENSG00000243224.2,15,22,31,18,27,20
ENSG00000164088.18,537,551,719,578,557,638
ENSG00000164091.12,21192,17288,24568,21991,23206,19892
ENSG00000168237.18,841,714,976,852,1004,907
ENSG00000242797.3,10,3,10,5,3,5
ENSG00000114841.18,177,121,201,195,269,117
ENSG00000239557.1,7,3,6,8,8,6
ENSG00000163930.10,7886,7181,9953,8308,8334,8989
ENSG00000010318.22,144,138,171,135,163,145
ENSG00000010319.7,30,25,32,20,13,31
ENSG00000114854.8,1957,1902,2588,2820,2789,2665
ENSG00000010322.16,10138,8879,12343,9427,10070,10265
ENSG00000010327.10,14,20,36,10,26,22
ENSG00000168268.11,22342,21112,29734,21396,21036,29161
ENSG00000168273.8,405,346,561,426,472,622
ENSG00000163939.19,9836,8453,11468,10673,10528,8194
ENSG00000221518.1,3,3,1,3,4,2
ENSG00000163938.17,11375,9727,13211,11504,12494,10793
ENSG00000222345.1,12,1,11,15,12,9
ENSG00000212452.1,9,3,12,5,5,5
ENSG00000016864.19,5198,4122,6152,5083,5208,5082
ENSG00000114902.14,6145,5288,7744,6505,6254,7189
ENSG00000114904.13,2503,2012,2894,2539,2532,2151
ENSG00000275956.1,16,7,11,9,18,10
ENSG00000055957.11,9,12,8,12,12,8
ENSG00000162267.14,7,6,16,17,10,15
ENSG00000055955.17,3,3,6,1,10,1
ENSG00000243696.5,6,3,6,8,10,3
ENSG00000272573.6,1,2,1,2,2,1
ENSG00000248592.7,7,3,4,10,10,5
ENSG00000213533.13,111,97,153,132,128,127
ENSG00000279144.1,2,4,5,3,3,6
ENSG00000289519.1,59,51,66,34,57,49
ENSG00000163935.14,1123,944,1299,936,991,1002
ENSG00000272305.5,15,11,18,22,16,25
ENSG00000280417.1,8,13,15,9,8,11
ENSG00000163933.10,3329,3014,4065,3879,3654,3727
ENSG00000163932.16,4996,4334,6228,4941,5151,5343
ENSG00000163931.17,39175,36383,51757,41252,39762,49644
ENSG00000272886.6,4264,3273,4810,4387,4875,3563
ENSG00000157388.20,114,82,126,79,118,68
ENSG00000016391.11,1326,1099,1645,1361,1554,1221
ENSG00000056736.10,595,523,659,544,616,525
ENSG00000271976.1,344,340,442,381,393,377
ENSG00000113812.14,3233,2761,3876,3321,3538,2926
ENSG00000113811.12,2934,2552,3629,3353,3665,3171
ENSG00000157445.16,314,234,346,140,163,213
ENSG00000229806.1,2,1,2,2,2,6
ENSG00000144771.8,6,16,22,12,13,14
ENSG00000114251.15,3144,1716,2863,2551,3304,1964
ENSG00000244586.1,93,57,86,74,100,50
ENSG00000187672.15,490,440,668,531,507,395
ENSG00000180376.17,1212,985,1408,1186,1251,948
ENSG00000163946.14,6471,5295,7393,6907,6804,5255
ENSG00000163947.12,2003,1633,2364,2321,2281,2204
ENSG00000186451.2,24,26,34,35,28,29
ENSG00000272202.1,4,2,3,3,4,6
ENSG00000144730.19,3489,2695,3676,3304,3322,2850
ENSG00000163666.10,37,19,39,39,38,20
ENSG00000157500.12,6023,4950,6820,6671,6274,5131
ENSG00000239388.10,35,19,33,39,27,21
ENSG00000174844.15,35,32,35,34,41,30
ENSG00000239831.1,1,2,2,3,3,3
ENSG00000174840.9,2293,1886,2495,3157,2915,2793
ENSG00000168374.11,21260,18068,24878,25709,23273,22300
ENSG00000272146.6,12,6,5,10,6,8
ENSG00000174839.13,3175,2586,3643,3679,3053,2751
ENSG00000163681.17,4164,3523,4812,4629,4748,3719
ENSG00000213509.4,2,1,1,2,1,5
ENSG00000136068.16,119318,107111,147420,145075,131497,116402
ENSG00000244161.1,58,34,31,54,54,34
ENSG00000293432.1,2,4,3,3,3,3
ENSG00000163686.15,1039,891,1209,1069,1111,1022
ENSG00000163684.12,886,645,971,974,976,829
ENSG00000255154.9,5,6,9,3,3,3
ENSG00000168297.16,933,727,970,880,945,789
ENSG00000168291.13,5337,4816,6473,5967,5927,5508
ENSG00000272360.2,5,9,10,4,5,5
ENSG00000168301.13,803,685,1050,1008,860,825
ENSG00000168306.13,289,235,344,313,317,234
ENSG00000244383.2,2,1,3,1,4,1
ENSG00000163689.21,478,439,572,401,398,428
ENSG00000189283.11,517,392,637,523,509,515
ENSG00000144724.20,7045,5639,8100,7749,7966,6530
ENSG00000226360.5,236,265,328,320,371,373
ENSG00000237456.3,4,1,2,1,6,6
ENSG00000241472.8,184,147,233,176,127,147
ENSG00000114405.11,678,620,834,665,634,614
ENSG00000163618.18,2146,1872,2611,1264,1249,1540
ENSG00000226082.2,1,3,4,2,4,1
ENSG00000242841.1,10,20,15,20,9,28
ENSG00000163630.11,37,33,52,33,33,29
ENSG00000241359.1,70,37,72,82,106,51
ENSG00000188817.8,6,4,8,8,16,6
ENSG00000163632.15,4,11,10,12,12,4
ENSG00000163634.12,3811,3433,4700,4281,3943,3994
ENSG00000163635.20,1772,1374,2004,1899,1766,1401
ENSG00000239653.1,29,11,23,29,22,20
ENSG00000271843.1,23,13,19,11,12,24
ENSG00000163636.11,8209,7509,10230,8604,8014,8668
ENSG00000163637.13,1684,1390,2052,1168,1320,1319
ENSG00000163638.13,9182,7660,10913,6323,5929,5503
ENSG00000241158.7,134,124,154,117,70,98
ENSG00000241684.8,35,34,38,36,22,18
ENSG00000151276.24,13329,11230,15583,15793,15429,11675
ENSG00000270059.1,22,17,26,17,14,11
ENSG00000244226.1,3,4,2,3,4,3
ENSG00000272610.1,7,3,8,14,11,12
ENSG00000144741.19,1924,1844,2462,2194,2192,2106
ENSG00000144749.14,647,537,842,540,581,642
ENSG00000163376.11,753,683,942,710,694,714
ENSG00000172340.15,6668,5473,7902,7821,7160,6084
ENSG00000242510.1,9,19,14,9,4,16
ENSG00000241316.8,190,162,207,218,196,159
ENSG00000214552.4,7,2,12,5,4,5
ENSG00000241506.1,117,115,167,102,134,120
ENSG00000163377.16,24,28,25,19,13,19
ENSG00000163378.14,684,548,813,701,833,567
ENSG00000244513.7,25,12,7,20,15,9
ENSG00000144747.17,2966,2513,3457,3434,3380,2550
ENSG00000144744.18,4088,3497,4749,5273,4732,4285
ENSG00000144746.7,6059,5304,7076,6445,5703,6283
ENSG00000163380.16,8,4,10,3,2,9
ENSG00000114541.15,3355,2671,3854,3427,3402,2765
ENSG00000187098.18,946,705,1041,755,913,811
ENSG00000240405.7,1,4,4,7,4,2
ENSG00000114861.24,4483,3739,5550,4144,3652,4396
ENSG00000270562.1,21,13,20,16,12,5
ENSG00000163412.13,2524,1873,2872,2511,2653,2316
ENSG00000170837.3,688,544,737,627,666,717
ENSG00000241163.10,17,20,20,10,21,14
ENSG00000243083.8,5,8,12,7,8,7
ENSG00000163602.12,6579,5312,7391,6656,6078,5360
ENSG00000287595.3,2,1,4,7,2,2
ENSG00000144736.14,2581,2191,3174,2741,2337,2529
ENSG00000271266.1,5,1,2,13,6,12
ENSG00000172986.13,902,683,1027,1133,1011,693
ENSG00000242960.1,21,12,24,17,16,30
ENSG00000163605.16,12004,10079,13791,14064,12342,9958
ENSG00000255423.1,45,16,41,38,63,33
ENSG00000121440.15,1237,1109,1407,838,920,1065
ENSG00000278934.1,20,23,27,15,11,21
ENSG00000113805.9,633,453,711,582,583,536
ENSG00000213300.5,131,83,142,108,111,126
ENSG00000244699.1,4,4,3,4,2,3
ENSG00000242953.1,3,1,2,4,2,2
ENSG00000291223.1,942,834,1084,968,926,1018
ENSG00000238278.3,135,172,144,145,149,149
ENSG00000272690.6,45,42,68,56,49,51
ENSG00000272710.3,4,3,5,2,4,3
ENSG00000293315.1,9,11,18,7,4,9
ENSG00000241532.1,1,1,6,4,1,1
ENSG00000241622.1,3,7,4,3,8,6
ENSG00000236138.4,1,2,2,2,2,1
ENSG00000242516.4,636,534,708,682,688,607
ENSG00000227124.11,189,160,249,564,613,437
ENSG00000185008.19,2047,1720,2388,1687,1501,1697
ENSG00000240809.1,14,10,15,19,19,18
ENSG00000169855.21,14019,12646,17032,16313,15820,13520
ENSG00000240964.3,4,8,3,6,6,8
ENSG00000286329.2,133,105,156,200,209,159
ENSG00000242828.1,45,33,43,30,39,32
ENSG00000242781.2,11,7,15,23,30,10
ENSG00000243694.5,18,13,14,25,31,13
ENSG00000114480.13,2418,1913,2799,2801,2777,2547
ENSG00000241095.1,10,13,12,4,11,8
ENSG00000175161.14,1801,1367,1993,1132,900,1190
ENSG00000243915.1,4,2,1,2,1,2
ENSG00000206538.9,973,811,1029,1098,830,768
ENSG00000241293.1,7,5,11,7,3,7
ENSG00000083937.10,5041,4091,5812,6404,5501,4889
ENSG00000179097.7,7,5,4,2,3,4
ENSG00000163320.12,6689,5307,7643,7534,7038,5799
ENSG00000175105.8,1138,924,1316,1439,1311,1041
ENSG00000179021.10,2557,2248,3108,3190,2900,2821
ENSG00000242159.1,2,1,5,2,2,4
ENSG00000044524.11,32,26,27,30,64,52
ENSG00000184500.16,2255,1598,2567,2585,2598,2023
ENSG00000169379.17,1181,931,1314,1164,1178,1005
ENSG00000178750.3,7,2,3,2,4,4
ENSG00000178700.9,539,489,634,568,513,479
ENSG00000178694.10,1151,957,1311,1224,1188,978
ENSG00000242457.1,21,15,23,15,15,16
ENSG00000178660.6,27,24,31,29,12,21
ENSG00000234629.1,2,1,3,3,3,1
ENSG00000243547.1,292,234,276,258,290,313
ENSG00000241018.1,8,5,6,5,7,4
ENSG00000286447.1,89,72,105,121,118,100
ENSG00000080224.18,1051,864,1153,1325,1313,1046
ENSG00000113966.11,620,566,669,716,546,519
ENSG00000080200.10,602,481,651,642,721,406
ENSG00000170854.18,880,790,1148,1139,1077,842
ENSG00000080822.17,4887,4337,5640,5744,5503,5084
ENSG00000286602.1,11,8,21,18,13,21
ENSG00000080819.9,3110,2482,3422,3065,2938,2700
ENSG00000239445.6,61,72,92,50,66,70
ENSG00000064225.13,3938,3566,4821,3952,3920,3953
ENSG00000249274.1,34,26,43,32,43,30
ENSG00000057019.16,9392,8068,11093,9763,9651,8916
ENSG00000206712.1,5,3,5,1,3,2
ENSG00000144810.16,138,109,145,120,118,137
ENSG00000273374.1,12,4,5,17,14,8
ENSG00000184220.12,1413,1246,1621,1299,1147,1364
ENSG00000168386.19,51328,44846,62883,66806,64718,54740
ENSG00000287378.1,74,66,99,133,137,82
ENSG00000243974.1,3,2,3,1,1,3
ENSG00000036054.13,9348,7358,10335,11432,11395,8438
ENSG00000114021.12,4890,4184,5928,5452,5716,5531
ENSG00000154174.8,11498,9707,13374,13269,12785,10717
ENSG00000206535.8,664,602,783,676,611,645
ENSG00000181458.10,1072,909,1264,1135,1060,1094
ENSG00000144820.8,274,119,242,222,268,137
ENSG00000114354.15,10860,9292,12770,12297,12876,10766
ENSG00000154175.19,27,25,33,19,29,30
ENSG00000081148.12,26,14,19,19,25,17
ENSG00000138468.16,1544,1184,1684,1529,1488,1026
ENSG00000282978.1,55,53,76,54,53,80
ENSG00000174173.7,3885,3653,4728,4082,3928,3801
ENSG00000081154.12,16232,12591,17603,19221,15961,15352
ENSG00000242299.1,428,398,607,475,534,672
ENSG00000289629.1,12,5,16,12,17,13
ENSG00000066422.7,3024,2261,3353,3133,3047,2370
ENSG00000256628.4,143,149,184,223,173,199
ENSG00000114391.14,57793,53914,74352,62877,64382,72592
ENSG00000293268.1,36,24,33,33,42,37
ENSG00000182504.12,1493,1175,1756,1578,1636,1256
ENSG00000144815.18,671,492,671,472,451,484
ENSG00000144802.11,740,528,761,714,935,580
ENSG00000170044.9,28,20,25,13,20,19
ENSG00000170017.12,6542,6249,7899,7548,6623,7042
ENSG00000114423.23,2780,2090,3112,3077,3176,2445
ENSG00000288848.2,9,9,7,3,5,10
ENSG00000242759.10,5,7,7,14,14,7
ENSG00000243701.8,400,388,500,635,541,520
ENSG00000239828.9,8,13,8,7,12,11
ENSG00000241218.1,2,4,3,4,7,5
ENSG00000273125.2,1,4,3,3,3,1
ENSG00000114439.19,8068,6165,8737,8537,9224,6497
ENSG00000279277.2,12,6,11,18,15,13
ENSG00000196776.17,6634,5673,7946,11028,10180,7855
ENSG00000114446.5,6492,5952,7957,8318,7834,7458
ENSG00000114455.15,407,221,362,202,214,159
ENSG00000144821.11,60,70,69,94,94,78
ENSG00000241634.1,47,30,55,37,56,36
ENSG00000163507.15,3543,2929,4251,3557,3724,3278
ENSG00000198919.13,2594,2152,2974,2845,2756,2203
ENSG00000163530.4,2,1,2,2,1,1
ENSG00000121570.13,478,432,544,461,410,427
ENSG00000242242.7,487,366,577,160,172,118
ENSG00000289069.1,65,39,57,27,35,15
ENSG00000177707.11,3601,2968,4175,3363,3170,3084
ENSG00000153283.13,36,45,46,73,49,26
ENSG00000240787.1,3,1,8,3,12,6
ENSG00000240891.8,1303,1052,1429,1932,1876,1239
ENSG00000144824.21,13316,11421,15366,13353,12960,10907
ENSG00000286492.1,5,3,8,1,4,5
ENSG00000144827.9,2615,2344,3017,2760,2595,2663
ENSG00000144834.14,495,457,602,224,241,405
ENSG00000176040.14,8,2,16,8,10,4
ENSG00000114529.13,1474,1171,1741,1778,1831,1495
ENSG00000174500.13,111,93,125,143,138,74
ENSG00000261488.1,42,18,49,41,46,31
ENSG00000172139.15,10,5,9,7,2,8
ENSG00000244144.1,6,9,14,7,8,9
ENSG00000239482.6,27,42,37,22,30,22
ENSG00000091972.18,2840,2496,3320,2470,2545,2682
ENSG00000279349.1,12,6,9,11,2,7
ENSG00000144848.11,2313,1907,2709,2429,2326,2435
ENSG00000138459.9,2539,2284,3048,3007,2897,2393
ENSG00000091986.16,13313,12194,16488,16015,16923,14507
ENSG00000163606.11,10,17,18,27,15,13
ENSG00000163607.18,1099,984,1342,1310,1085,1057
ENSG00000163608.15,5192,4342,6156,5622,5339,4595
ENSG00000240057.8,23,19,32,29,47,28
ENSG00000243795.1,13,8,14,10,10,10
ENSG00000144857.15,178,153,224,205,214,258
ENSG00000206530.11,150,115,134,171,187,115
ENSG00000285943.1,8,9,6,12,9,5
ENSG00000163611.11,193,171,235,256,191,206
ENSG00000072858.11,5,6,7,8,7,3
ENSG00000176542.10,1718,1329,1922,1932,1900,1252
ENSG00000121579.14,18630,15175,21740,19095,17362,16519
ENSG00000114573.12,7691,5810,8390,7581,7973,6300
ENSG00000178075.20,95,90,115,74,78,79
ENSG00000240776.1,27,29,34,35,42,68
ENSG00000241889.1,9,11,14,8,8,12
ENSG00000184307.17,684,570,855,630,610,513
ENSG00000163617.11,380,294,450,351,365,281
ENSG00000151576.10,3563,3005,4172,3574,3535,3143
ENSG00000181722.18,209,195,280,346,328,115
ENSG00000172020.13,3042,2963,3802,974,1077,2657
ENSG00000185565.13,5464,4521,6163,6241,5726,5197
ENSG00000198406.7,184,184,266,252,224,194
ENSG00000243014.1,18,10,14,15,23,40
ENSG00000239268.5,87,95,125,175,166,175
ENSG00000241213.2,7,1,9,7,2,4
ENSG00000243276.6,6,9,2,10,9,7
