gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000062485.19,24850,20739,30063,25816,25031,25354
ENSG00000144785.8,5,2,3,7,7,5
ENSG00000257303.4,29,12,37,44,40,34
ENSG00000257740.1,56,44,53,63,56,46
ENSG00000257727.6,1030,898,1228,1207,1110,1156
ENSG00000135473.16,1492,1255,1685,1443,1486,1228
ENSG00000110944.9,141,71,127,183,142,80
ENSG00000170581.15,2562,2024,2949,2608,2732,2368
ENSG00000276272.1,18,21,26,16,17,24
ENSG00000274569.1,10,13,24,9,16,12
ENSG00000111602.12,6819,5954,8332,6043,6456,6323
ENSG00000176422.14,717,673,900,887,918,916
ENSG00000135423.13,63,70,85,106,113,87
ENSG00000257576.1,68,49,87,62,71,104
ENSG00000076067.14,4624,4026,5461,5586,6101,4398
ENSG00000076108.12,13666,11426,16056,13240,14396,11608
ENSG00000110955.9,90817,83122,112872,100320,95919,106994
ENSG00000110958.16,47258,39637,57119,50712,41762,50218
ENSG00000241217.3,2,3,3,1,6,3
ENSG00000196531.14,48654,41368,59098,51217,47674,51195
ENSG00000285625.1,2,9,6,8,9,9
ENSG00000198056.16,1750,1716,2282,1762,1617,1793
ENSG00000025423.11,72,78,106,73,62,83
ENSG00000170426.2,4,2,1,3,1,3
ENSG00000139547.8,29,10,17,20,27,14
ENSG00000278399.1,4,1,1,3,2,5
ENSG00000287715.1,1,3,11,3,5,2
ENSG00000166856.3,6,9,8,7,7,6
ENSG00000166860.3,3252,2708,3902,3477,3612,3089
ENSG00000166863.13,276,210,311,407,387,288
ENSG00000166866.13,156,156,228,205,244,143
ENSG00000166881.10,4201,3434,4838,4424,4598,3849
ENSG00000166886.13,1821,1557,2125,1669,1884,2229
ENSG00000166888.12,4033,3467,4861,4308,4658,4089
ENSG00000123384.14,22599,20296,27284,28615,29035,26389
ENSG00000259125.1,1,1,2,4,1,1
ENSG00000182379.10,363,342,424,301,320,441
ENSG00000276727.1,1,2,2,1,2,1
ENSG00000182199.11,19787,17876,25415,20892,21093,23148
ENSG00000185633.11,26,18,25,18,25,20
ENSG00000185482.8,36,32,36,25,32,24
ENSG00000179912.21,1629,1346,1868,1584,1525,1486
ENSG00000175189.4,5,4,7,4,7,4
ENSG00000139269.3,115,102,134,149,198,138
ENSG00000287200.1,17,8,21,18,26,14
ENSG00000111087.10,49,31,40,12,35,36
ENSG00000123329.20,22,28,35,23,18,13
ENSG00000166986.15,19687,17798,24744,19916,20925,21578
ENSG00000175197.13,526,466,657,618,793,608
ENSG00000208028.1,1,1,4,4,3,2
ENSG00000166987.15,2221,1898,2786,2074,2108,2360
ENSG00000175203.17,14190,13056,18193,15302,14629,16032
ENSG00000155980.13,353,327,481,137,115,288
ENSG00000166908.18,4442,3648,5103,4601,4613,4190
ENSG00000178498.16,1499,1361,1803,1279,1405,1699
ENSG00000240771.8,239,178,272,167,195,217
ENSG00000224713.4,10,3,9,3,7,4
ENSG00000135454.14,58,51,67,44,43,58
ENSG00000135506.17,13220,12310,17121,15095,14507,14854
ENSG00000135439.12,39,28,30,17,24,40
ENSG00000135452.10,1882,1742,2334,2237,2150,1958
ENSG00000135446.17,18973,18577,24317,22058,21104,24264
ENSG00000139266.6,1633,1568,2085,1892,1897,1944
ENSG00000111012.11,29,29,43,45,32,27
ENSG00000037897.17,1345,1205,1747,1330,1379,1655
ENSG00000123427.17,374,312,397,335,376,333
ENSG00000257921.6,2,6,3,3,5,5
ENSG00000123297.20,69,77,76,65,57,73
ENSG00000135407.11,166,126,170,149,162,138
ENSG00000270039.1,50,39,38,28,43,54
ENSG00000269903.1,5,7,6,6,8,1
ENSG00000175215.11,11878,10080,13954,11650,11988,11743
ENSG00000257953.1,6,4,10,7,4,6
ENSG00000166896.9,424,384,480,389,327,397
ENSG00000257698.3,167,197,251,138,146,219
ENSG00000257159.1,1,1,7,6,4,3
ENSG00000258231.5,6,2,3,4,1,6
ENSG00000257259.3,4,4,10,2,2,2
ENSG00000139263.12,5826,5257,6969,6358,6950,5965
ENSG00000257443.2,6,4,6,7,4,4
ENSG00000118596.12,927,704,1015,1120,914,644
ENSG00000237176.4,4,3,2,3,1,2
ENSG00000198673.11,648,610,790,1064,1016,879
ENSG00000213363.4,10,14,18,11,26,43
ENSG00000135655.16,3521,3132,4240,4084,4148,3366
ENSG00000061987.16,2590,2138,3026,2827,2863,2111
ENSG00000221949.6,16,21,14,25,17,33
ENSG00000257354.2,139,120,170,103,159,119
ENSG00000275180.2,32,15,38,27,35,21
ENSG00000111110.12,4964,4199,5725,5392,5742,4521
ENSG00000213352.3,2,5,6,2,6,2
ENSG00000139239.7,494,445,708,533,544,742
ENSG00000166148.4,43,53,48,53,51,47
ENSG00000177990.12,45,59,74,46,83,37
ENSG00000249753.2,3,4,2,3,4,4
ENSG00000118600.13,724,702,937,890,814,762
ENSG00000255642.1,98,65,105,97,122,102
ENSG00000196935.10,1895,1567,2131,1893,1904,1501
ENSG00000174206.13,752,635,823,790,770,737
ENSG00000293269.1,10,13,15,17,12,9
ENSG00000185306.13,33,24,56,37,47,26
ENSG00000256293.2,3,2,1,4,4,3
ENSG00000184575.12,15161,12670,17628,15272,15278,13025
ENSG00000183735.11,2174,1766,2481,2225,2453,1858
ENSG00000153179.14,1616,1308,1978,1352,1393,1330
ENSG00000280181.1,7,3,8,4,3,3
ENSG00000135677.11,19869,17051,23586,22427,20377,20027
ENSG00000111490.15,48,43,55,39,31,41
ENSG00000156076.10,79,60,74,138,148,88
ENSG00000174106.3,3243,2718,3640,3438,3282,2958
ENSG00000174099.12,449,433,569,614,554,506
ENSG00000293176.1,17,17,10,14,17,11
ENSG00000149948.14,42159,35620,48069,57359,47557,47358
ENSG00000277945.1,5,2,5,4,5,6
ENSG00000197301.7,16,16,26,20,11,8
ENSG00000256083.1,5,4,6,9,7,4
ENSG00000139233.7,2409,2113,2697,2629,2404,2295
ENSG00000155957.19,343,303,392,446,364,390
ENSG00000090376.11,25,24,37,31,28,36
ENSG00000225422.4,8,7,15,8,16,11
ENSG00000127311.10,180,170,210,174,174,123
ENSG00000155974.14,1170,865,1314,1038,1122,990
ENSG00000111530.13,25837,21703,29451,26933,25496,22773
ENSG00000286563.1,8,5,7,7,12,9
ENSG00000127334.11,6473,5351,7393,6453,6201,5603
ENSG00000235872.2,4,6,7,2,4,4
ENSG00000255970.1,12,15,11,9,3,11
ENSG00000111554.15,476,423,600,481,475,423
ENSG00000251301.8,9,2,10,4,5,3
ENSG00000240087.3,96,71,90,81,102,137
ENSG00000127314.18,7496,6399,8860,8600,7743,7598
ENSG00000234040.3,3,7,8,2,2,4
ENSG00000234925.2,12,7,15,4,12,15
ENSG00000247363.3,18,16,25,16,10,15
ENSG00000111581.10,6248,5164,7380,5864,6462,5606
ENSG00000233560.2,8,6,4,7,11,5
ENSG00000175782.11,994,760,1213,1117,1141,989
ENSG00000135679.27,20950,17196,23819,27861,24435,22360
ENSG00000256325.1,8,2,5,2,3,2
ENSG00000135678.12,18581,15091,20973,15124,16938,14423
ENSG00000111605.18,10635,8766,12413,10845,10730,9715
ENSG00000257818.1,1,5,4,3,2,5
ENSG00000274979.1,228,131,246,280,344,166
ENSG00000090382.7,5902,5057,6859,5040,4684,5792
ENSG00000127337.7,2106,1923,2875,2690,2352,2350
ENSG00000166225.9,3832,3035,4135,4135,3840,3158
ENSG00000166226.13,41159,38930,51185,47065,44748,48657
ENSG00000127325.19,5,1,4,2,7,4
ENSG00000127328.22,2544,2095,2955,2953,2811,2415
ENSG00000166268.11,5,5,10,10,5,11
ENSG00000257815.9,86,90,104,97,77,79
ENSG00000111596.14,7692,6861,9652,9517,9227,7925
ENSG00000279530.2,12,18,18,19,13,13
ENSG00000135643.5,1710,1434,2094,1612,1555,1950
ENSG00000127329.16,51,41,77,72,91,58
ENSG00000153233.13,48,47,49,26,41,38
ENSG00000257302.1,1,4,1,2,4,3
ENSG00000127324.9,289,200,332,435,459,223
ENSG00000139292.13,22,6,15,8,5,11
ENSG00000133858.17,3105,2403,3520,3294,3724,2477
ENSG00000173451.7,907,708,1009,1105,851,805
ENSG00000139291.14,1632,1398,1911,1833,1645,1593
ENSG00000080371.6,5255,4363,5882,5555,4715,4717
ENSG00000121749.16,2514,2245,2920,2813,2774,2225
ENSG00000072657.10,289,217,319,491,508,305
ENSG00000236333.4,58,45,57,76,75,51
ENSG00000251138.7,7,1,5,14,17,4
ENSG00000253719.4,25717,21696,31289,30630,28429,26741
ENSG00000188646.6,10,3,3,1,3,1
ENSG00000180881.21,194,141,204,151,179,156
ENSG00000273987.1,12,8,4,8,11,4
ENSG00000173401.10,4,6,9,10,5,4
ENSG00000180481.11,6,9,23,13,11,17
ENSG00000139278.10,335,239,357,398,415,326
ENSG00000257497.2,73,51,91,71,60,61
ENSG00000111615.14,5899,5008,6980,5273,5184,4984
ENSG00000286259.1,10,16,10,4,7,9
ENSG00000258245.1,16,21,11,10,13,26
ENSG00000258088.1,6,10,9,7,9,10
ENSG00000139289.15,22340,19285,26184,13913,13339,19241
ENSG00000257839.1,47,45,48,16,23,42
ENSG00000187109.15,102222,89301,126282,99754,86066,99113
ENSG00000257219.6,2,1,4,1,5,2
ENSG00000179941.9,1530,1334,1793,1627,1546,1466
ENSG00000091039.17,10181,8319,11319,10573,8933,8078
ENSG00000257526.3,13,18,18,19,9,12
ENSG00000287030.1,3,5,2,2,1,1
ENSG00000243071.1,6,6,11,10,17,5
ENSG00000186908.15,2619,2142,2972,2619,2529,2109
ENSG00000175183.10,5791,5069,7009,5069,5161,6098
ENSG00000257910.1,2,1,2,4,5,5
ENSG00000257199.2,1,5,5,1,5,7
ENSG00000165891.16,2525,2162,3079,3078,3290,2608
ENSG00000067798.16,231,227,332,156,160,230
ENSG00000257564.1,6,2,2,2,3,3
ENSG00000067715.15,69,59,98,86,90,75
ENSG00000257894.2,17,21,28,27,32,18
ENSG00000257604.1,2,2,2,2,3,1
ENSG00000257956.1,2,5,5,2,5,9
ENSG00000177425.11,11905,9687,13035,12404,10184,9711
ENSG00000058272.19,6868,5615,7856,7533,7775,5739
ENSG00000257557.2,42,23,46,37,41,26
ENSG00000165899.12,15,7,13,7,14,3
ENSG00000230291.5,61,63,65,68,111,132
ENSG00000139304.16,2,2,4,2,6,4
ENSG00000111052.8,1694,1272,1996,1953,1904,1508
ENSG00000111058.8,2884,2139,3248,3366,3466,2548
ENSG00000139220.17,10,12,21,20,16,10
ENSG00000258162.4,210,197,247,289,277,226
ENSG00000133773.12,1914,1639,2451,2218,2121,2121
ENSG00000127720.8,253,272,370,344,315,344
ENSG00000179104.9,925,742,1030,870,839,797
ENSG00000213270.5,1,6,3,5,5,2
ENSG00000257729.2,7,7,9,2,2,6
ENSG00000072041.18,353,314,450,314,364,266
ENSG00000133640.20,334,322,400,379,320,295
ENSG00000180318.4,32,24,30,28,17,24
ENSG00000258815.1,65,42,60,54,54,58
ENSG00000198774.5,2177,1805,2290,2451,2260,1874
ENSG00000133636.11,15134,13824,18305,10055,8717,15012
ENSG00000182050.14,84,61,63,63,49,52
ENSG00000258128.3,4,2,2,1,2,1
ENSG00000133641.18,1707,1440,1813,1987,1847,1713
ENSG00000198707.17,1806,1504,2149,1897,1899,1318
ENSG00000139324.12,7187,5996,8010,8739,7557,6164
ENSG00000289384.2,37,36,56,47,43,31
ENSG00000049130.16,24279,19302,26991,32898,29753,23894
ENSG00000281333.2,19,26,24,15,19,28
ENSG00000289174.1,31,25,48,40,31,46
ENSG00000246363.4,4,13,6,16,8,12
ENSG00000139318.8,6511,5680,7917,8839,8605,8356
ENSG00000274021.1,3,9,7,9,11,10
ENSG00000286608.1,4,3,1,2,1,2
ENSG00000271327.1,24,20,22,11,22,23
ENSG00000271259.1,2,3,3,3,4,3
ENSG00000139323.14,4989,4174,5903,6185,5525,4859
ENSG00000259075.6,25,23,18,32,28,30
ENSG00000257594.4,134,130,185,198,192,164
ENSG00000270344.4,84,86,110,89,105,84
ENSG00000258302.2,9,6,14,11,7,6
ENSG00000070961.17,15446,13045,18068,18032,16894,14094
ENSG00000271614.1,58,52,78,62,57,73
ENSG00000083782.8,26,19,28,15,18,34
ENSG00000139329.5,1708,406,1282,2387,3950,1648
ENSG00000011465.18,785,131,645,1619,2677,1010
ENSG00000277738.1,7,4,6,1,1,3
ENSG00000257893.3,4,4,5,6,11,9
ENSG00000257242.9,18,23,40,28,27,22
ENSG00000133639.6,7694,6395,8877,8043,7238,7872
ENSG00000245904.6,16,11,19,21,5,23
ENSG00000187510.11,4,6,10,9,5,3
ENSG00000102189.17,3794,3044,4368,5411,4830,3228
ENSG00000257195.1,25,13,30,24,34,43
ENSG00000257345.2,146,125,162,164,213,144
ENSG00000257322.7,3,2,4,7,3,3
ENSG00000256393.1,172,153,237,176,179,238
ENSG00000293091.1,15,7,8,22,19,18
ENSG00000257252.7,39,35,53,60,63,47
ENSG00000173598.14,14629,11563,16667,22546,21404,14403
ENSG00000177889.10,12574,11188,15289,14603,14274,13870
ENSG00000198015.14,9416,7966,11078,10365,9634,9056
ENSG00000246985.8,466,460,563,293,314,437
ENSG00000120833.14,4826,4429,6118,3855,3694,4413
ENSG00000186076.5,107,98,138,127,124,122
ENSG00000169372.13,449,379,584,504,534,526
ENSG00000136040.9,630,570,791,290,303,457
ENSG00000258365.1,10,4,10,5,9,10
ENSG00000173588.16,1209,1071,1476,1094,1087,974
ENSG00000213250.5,31,34,53,35,37,33
ENSG00000278916.1,27,26,50,25,25,27
ENSG00000258357.1,10,9,8,13,11,11
ENSG00000236349.1,15,7,23,9,29,10
ENSG00000057704.13,1194,1029,1419,1146,1120,1010
ENSG00000184752.14,2882,2286,3514,2846,3015,3381
ENSG00000120798.17,2019,1655,2363,2466,2273,1848
ENSG00000180263.14,3468,2875,3972,4282,4160,2745
ENSG00000237774.3,1,2,1,3,6,2
ENSG00000028203.19,6812,5945,8060,7427,7644,6400
ENSG00000289437.1,2,2,8,8,5,4
ENSG00000199172.3,2,2,5,3,1,1
ENSG00000265917.1,11,15,8,13,18,8
ENSG00000241556.1,113,90,108,119,151,175
ENSG00000111142.14,14920,13049,17668,15654,15202,14739
ENSG00000136014.12,389,375,455,222,199,342
ENSG00000293270.1,2,7,8,1,6,6
ENSG00000074527.13,4100,3465,4662,3892,3724,3591
ENSG00000139343.11,6915,5437,8137,6778,7154,7525
ENSG00000165972.13,6,10,11,15,9,6
ENSG00000139344.8,16,16,13,18,20,19
ENSG00000084110.11,7,9,4,13,6,4
ENSG00000111144.10,13432,11360,15664,13852,13412,13119
ENSG00000111145.8,738,603,799,1110,989,765
ENSG00000059758.8,2530,1844,2601,2651,2195,2267
ENSG00000188596.11,74,42,70,44,68,55
ENSG00000139350.12,3294,2715,3796,3489,3252,2846
ENSG00000258131.1,7,2,5,3,5,1
ENSG00000255794.11,12,6,16,6,12,14
ENSG00000279798.1,2,5,1,2,1,2
ENSG00000293147.1,10,13,18,9,12,7
ENSG00000245017.4,10,15,7,21,13,19
ENSG00000257167.3,248,250,364,237,186,290
ENSG00000120802.14,20635,17001,22942,20083,16732,17588
ENSG00000075415.15,61660,52560,75401,67263,62822,66836
ENSG00000212443.1,9,3,15,6,13,6
ENSG00000166130.15,2552,2253,2921,3915,3325,3347
ENSG00000120868.14,2859,2334,3166,2924,3112,2525
ENSG00000185046.21,379,334,480,228,189,261
ENSG00000258204.1,3,1,5,2,1,1
ENSG00000214203.4,14,16,23,16,17,20
ENSG00000279148.1,37,47,56,51,41,42
ENSG00000111647.13,3856,3311,4636,4350,4416,3340
ENSG00000280088.1,348,294,436,394,382,408
ENSG00000257696.1,5,8,12,10,12,8
ENSG00000290571.1,252,186,259,228,307,228
ENSG00000238105.8,6,2,4,3,8,3
ENSG00000290576.1,31,16,23,20,33,17
ENSG00000075089.10,2512,2140,3018,2684,2489,2342
ENSG00000166153.17,159,106,166,138,152,98
ENSG00000136021.19,8350,6814,9580,9543,8545,7117
ENSG00000179520.11,252,201,273,139,109,189
ENSG00000012504.15,6,3,4,17,10,8
ENSG00000139354.11,3116,2661,3545,2766,2469,2616
ENSG00000151572.18,225,227,273,203,235,214
ENSG00000258033.1,2,5,6,2,4,6
ENSG00000256870.3,36,28,38,74,72,53
ENSG00000120800.5,6147,5466,7206,6724,6909,4979
ENSG00000120805.14,6236,4925,6894,7003,6597,5593
ENSG00000257543.1,7,7,10,9,3,6
ENSG00000196091.15,12,17,26,57,53,17
ENSG00000111666.11,2392,2254,2846,3106,2872,2620
ENSG00000139351.15,6,4,8,7,8,2
ENSG00000111670.16,4636,3987,5550,5925,5593,4359
ENSG00000258153.1,9,6,4,15,14,23
ENSG00000136048.14,4193,3551,4875,8217,7827,5939
ENSG00000257202.1,7,1,4,6,4,2
ENSG00000120860.11,529,473,679,581,565,575
ENSG00000257222.1,2,4,8,12,7,3
ENSG00000075188.9,2512,2241,3130,2798,2856,2520
ENSG00000185480.12,1729,1542,2003,2046,1919,1698
ENSG00000281344.1,103,59,73,108,80,68
ENSG00000171759.10,294,171,278,692,630,175
ENSG00000139352.4,102,95,100,66,74,67
ENSG00000179088.16,4,3,2,6,4,6
ENSG00000136011.15,5,4,2,9,13,5
ENSG00000257681.1,12,9,10,13,25,10
ENSG00000111696.12,992,711,1169,1088,1255,781
ENSG00000293399.2,23,30,48,30,31,28
ENSG00000214198.9,4,1,7,1,3,3
ENSG00000166598.16,180450,151786,214332,223296,229281,182890
ENSG00000204954.10,821,766,1103,938,923,968
ENSG00000139372.15,7305,6500,8981,8311,8217,7356
ENSG00000120820.13,62,49,66,57,57,64
ENSG00000216285.5,24,27,57,32,38,43
ENSG00000111727.12,293,222,306,285,280,225
ENSG00000120837.8,4465,3764,5282,4981,4589,3918
ENSG00000198431.18,21338,17006,24511,18796,19750,17835
ENSG00000213442.5,633,630,920,781,862,1124
ENSG00000255150.2,39,43,63,36,38,42
ENSG00000171310.11,1698,1417,2041,1469,1632,1750
ENSG00000136052.10,578,524,718,615,540,525
ENSG00000257758.1,13,3,9,14,12,14
ENSG00000151131.11,2016,1691,2458,2143,2245,2149
ENSG00000136010.14,1136,787,1142,1001,1219,771
ENSG00000136051.15,5037,4010,5501,5303,5055,3731
ENSG00000136044.12,7549,6704,9657,7424,7463,7091
ENSG00000235162.9,18102,15796,21460,17990,16414,17898
ENSG00000257859.2,6,5,14,7,5,11
ENSG00000257773.1,20,11,21,6,16,14
ENSG00000074590.14,2941,2712,3616,2774,2705,2453
ENSG00000136026.14,23002,20630,28786,27327,25911,26128
ENSG00000277715.1,14,7,10,9,18,16
ENSG00000166046.11,349,264,354,349,358,242
ENSG00000013503.10,1688,1626,2173,1917,1978,1722
ENSG00000111783.13,3,4,7,5,8,5
ENSG00000257711.2,8,11,17,11,16,8
ENSG00000257918.1,3,5,5,5,4,6
ENSG00000111785.21,1785,1624,2170,2159,2125,1732
ENSG00000287957.1,19,14,24,13,16,19
ENSG00000260329.2,20,21,24,18,21,32
ENSG00000151135.10,2822,2042,2808,3183,2765,2425
ENSG00000120832.11,419,362,542,481,436,389
ENSG00000008405.12,2854,2619,3336,3143,2942,2815
ENSG00000151136.15,305,328,402,270,276,405
ENSG00000136045.12,4867,4170,5886,4806,4740,4750
ENSG00000110851.12,7557,6425,8791,8445,8437,7586
ENSG00000258136.2,15,24,35,32,29,22
ENSG00000258072.2,42,61,63,26,24,31
ENSG00000075035.10,105,101,125,31,24,82
ENSG00000174600.14,40,27,39,20,22,31
ENSG00000198855.7,245,238,311,236,261,301
ENSG00000075856.12,6948,6049,8500,6699,7020,6664
ENSG00000287202.1,19,6,24,20,21,13
ENSG00000136003.16,3812,3360,4777,4925,5147,4998
ENSG00000183160.9,8,3,4,5,7,9
ENSG00000110876.10,21,18,18,27,23,15
ENSG00000110880.11,18125,15482,21545,20613,19796,18281
ENSG00000084112.15,4306,3675,5175,4696,5029,3959
ENSG00000110887.8,4,2,3,3,2,3
ENSG00000166111.10,339,324,444,155,131,319
ENSG00000135093.13,1057,884,1221,1086,1171,1069
ENSG00000189046.11,1465,1328,1893,1537,1512,1765
ENSG00000076248.12,6613,5659,8096,6166,5790,6891
ENSG00000256139.2,15,9,8,6,3,7
ENSG00000076555.16,460,382,548,309,390,335
ENSG00000174527.11,10,6,7,1,5,6
ENSG00000110906.13,5960,5291,7373,6829,6542,6304
ENSG00000151148.14,3360,2829,4009,3362,3648,2969
ENSG00000139428.12,2107,2074,2763,2254,2143,2322
ENSG00000110921.14,1374,1314,1739,1263,1260,1507
ENSG00000139438.6,426,446,541,288,290,479
ENSG00000255650.6,6,4,5,7,2,6
ENSG00000111199.12,365,307,429,397,414,365
ENSG00000139433.11,1882,1603,2273,2220,2076,2145
ENSG00000139437.18,1133,1037,1405,1133,1090,1131
ENSG00000139436.22,1196,1052,1524,1384,1302,1084
ENSG00000280426.1,24,26,16,15,11,15
ENSG00000076513.17,2681,2334,3240,2516,2669,2344
ENSG00000174456.16,1066,976,1315,1257,1227,1267
ENSG00000290863.1,1,1,2,1,3,2
ENSG00000122970.16,2948,2590,3489,3118,2906,2576
ENSG00000289311.2,21,7,29,18,22,15
ENSG00000174437.18,38739,33193,45518,42523,42424,38871
ENSG00000196510.14,4318,4051,5478,4683,4530,4756
ENSG00000258011.2,21,18,28,24,26,47
ENSG00000111229.16,12395,11828,15578,14604,13381,12910
ENSG00000111231.9,2175,1977,2683,2412,2348,2367
ENSG00000241680.1,8,14,23,13,27,26
ENSG00000204856.12,723,654,968,759,774,865
ENSG00000111237.19,4187,3866,5017,5250,4664,4425
ENSG00000278993.1,13,17,22,24,19,7
ENSG00000151164.19,13,7,10,14,31,8
ENSG00000196850.6,2990,2414,3188,3198,3019,2612
ENSG00000204852.17,2862,2535,3527,3070,2898,3257
ENSG00000122986.14,167,153,172,153,140,209
ENSG00000186298.12,24962,21668,29162,26350,24052,23891
ENSG00000185847.9,23,25,37,11,18,24
ENSG00000111249.14,2238,2035,2846,1386,1419,2012
ENSG00000198324.14,2538,2384,3364,2713,2629,3089
ENSG00000111252.11,1176,999,1432,1233,1381,1114
ENSG00000204842.18,3507,2777,4157,3471,3830,3516
ENSG00000258099.1,5,6,3,6,10,6
ENSG00000089234.16,3246,2738,3611,3139,3211,3033
ENSG00000258359.1,15,12,20,8,17,19
ENSG00000111271.15,1755,1546,2149,2030,1994,1844
ENSG00000111275.13,4677,4160,5754,4894,4629,5177
ENSG00000234608.9,1281,1013,1552,1201,1307,1252
ENSG00000089022.15,4556,4021,5420,4770,5051,4454
ENSG00000226469.1,12,14,10,11,22,13
ENSG00000198270.13,622,557,696,682,644,661
ENSG00000089248.7,18015,15747,23332,20666,20177,21069
ENSG00000274227.1,6,3,4,11,5,5
ENSG00000111300.10,4873,3993,5857,5173,4964,3981
ENSG00000135148.12,4805,4563,5887,4966,5208,5177
ENSG00000173064.14,4305,3621,5064,4282,4813,3665
ENSG00000213152.5,1,5,6,5,10,6
ENSG00000089009.16,116481,103209,143675,117406,123123,131118
ENSG00000179295.19,19819,15696,22380,21471,21410,16093
ENSG00000089127.15,10,18,18,29,29,11
ENSG00000111331.14,287,248,307,424,372,202
ENSG00000135144.8,36,21,35,11,23,31
ENSG00000111344.12,52,46,41,59,57,60
ENSG00000186710.12,3,3,9,3,3,8
ENSG00000123064.13,6475,6087,8548,6433,6523,7765
ENSG00000139405.16,1525,1511,1995,1576,1597,1952
ENSG00000166578.10,206,169,238,187,165,192
ENSG00000186815.13,3397,2759,3940,3720,3907,3283
ENSG00000277566.1,13,12,8,10,3,12
ENSG00000089060.12,1353,1201,1636,1163,1178,1233
ENSG00000151176.8,11476,9083,13324,11455,12681,12045
ENSG00000135094.11,16,11,17,9,6,12
ENSG00000139410.15,660,680,892,768,762,935
ENSG00000249550.8,19,6,14,12,5,9
ENSG00000122965.11,3345,3211,4446,3644,3407,3786
ENSG00000135111.16,3159,2445,3716,4491,4628,2993
ENSG00000257817.2,4,5,4,10,5,3
ENSG00000123066.9,9162,7526,10352,9868,9826,7346
ENSG00000196668.4,5,4,5,4,7,7
ENSG00000258102.5,37,32,47,45,39,40
ENSG00000111412.6,8955,8060,10960,10421,9890,9004
ENSG00000135119.15,611,574,733,514,572,793
ENSG00000239374.1,4,3,7,2,8,7
ENSG00000290033.1,55,82,103,68,72,88
ENSG00000135116.9,1418,1197,1630,1721,1721,1340
ENSG00000174989.13,2851,2503,3479,3080,3064,2944
ENSG00000274554.1,8,11,1,7,4,8
ENSG00000257279.1,2,6,4,6,8,6
ENSG00000088992.18,143,115,200,113,83,208
ENSG00000135108.16,7430,6133,8663,7534,7767,7001
ENSG00000089250.20,33,21,33,44,20,23
ENSG00000171435.15,118,80,141,111,120,99
ENSG00000111445.14,2684,2473,3319,2636,2566,2725
ENSG00000277873.1,4,2,5,8,8,6
ENSG00000176871.9,5636,4917,6690,5686,5438,6063
ENSG00000276292.1,3,1,4,4,3,3
ENSG00000176834.14,1233,1058,1585,1234,1198,1123
ENSG00000089220.5,31007,27790,38719,32756,32991,35694
ENSG00000135090.14,889,773,1042,920,958,793
ENSG00000240342.3,27780,26139,34953,29220,27670,35315
ENSG00000111707.12,7337,6162,8410,7669,7589,6383
ENSG00000275759.1,8,3,8,12,11,7
ENSG00000255618.2,8,16,14,2,6,10
ENSG00000139767.10,310,279,364,147,142,212
ENSG00000152137.8,2285,2051,2800,2139,2113,2463
ENSG00000213144.2,28,27,37,31,33,29
ENSG00000183273.7,577,576,780,900,833,853
ENSG00000248636.7,8,9,8,5,7,10
ENSG00000224982.4,29,27,35,15,10,22
ENSG00000111725.11,3672,3362,4545,4342,4522,4351
ENSG00000122966.18,3014,2325,3523,2614,2793,2494
ENSG00000135127.12,325,272,377,233,271,293
ENSG00000111737.12,3521,3136,4077,3699,3826,3373
ENSG00000277283.2,74,60,92,61,82,73
ENSG00000089154.11,17375,15455,21362,17136,18202,16335
ENSG00000089157.16,282461,263952,359174,319705,320710,387422
ENSG00000255857.8,159,161,223,207,185,207
ENSG00000089159.17,3799,3310,4808,4348,4288,4225
ENSG00000286067.1,49,24,38,63,62,31
ENSG00000123009.4,21,23,29,25,22,32
ENSG00000089163.4,97,63,83,83,80,87
ENSG00000170890.14,4,13,14,5,15,13
ENSG00000135097.7,4017,3301,4936,3194,3361,4177
ENSG00000111775.3,5495,5053,6850,6687,6988,7172
ENSG00000170855.4,5513,4857,7010,7177,7241,6908
ENSG00000257218.6,3392,3382,4078,4147,3708,3746
ENSG00000111786.10,8321,6791,10118,8357,8527,8990
ENSG00000088986.11,16323,14063,20329,17768,17805,20804
ENSG00000248008.5,1106,1114,1415,1354,1249,1302
ENSG00000278344.1,9,10,15,22,29,18
ENSG00000110871.15,2947,2528,3475,3213,3051,3026
ENSG00000241030.1,7,2,4,2,3,2
ENSG00000022840.17,15225,13093,18567,14791,15185,15629
ENSG00000289401.1,6,4,11,7,11,13
ENSG00000167272.11,1346,1218,1721,1467,1494,1707
ENSG00000256008.3,21,10,28,13,12,21
ENSG00000157782.10,20,15,28,22,10,20
ENSG00000110917.8,37147,32048,43880,41227,40341,35408
ENSG00000277423.1,14,14,9,18,21,15
ENSG00000276188.1,6,5,11,3,1,9
ENSG00000175970.11,12165,10465,14452,12852,13110,11847
ENSG00000122971.9,987,968,1326,996,974,1256
ENSG00000255946.3,12,7,8,5,8,11
ENSG00000157837.16,5016,4394,5999,5161,5157,5553
ENSG00000231313.2,10,13,17,12,22,30
ENSG00000241388.6,300,236,341,334,357,272
ENSG00000135100.19,750,690,979,775,860,885
ENSG00000157895.11,1909,1719,2424,1908,1926,2232
ENSG00000135124.16,1130,1004,1504,1404,1570,1231
ENSG00000110931.19,5460,4816,6551,5541,5986,5409
ENSG00000089053.13,9100,8305,11169,9246,9331,10255
